ticker,name,market,region,currency,sector
WMB,Williams Companies,S&P 500,US,USD,Energy
WMT,Walmart,S&P 500,US,USD,Consumer Staples
WRB,W. R. Berkley Corporation,S&P 500,US,USD,Financials
WSM,"Williams-Sonoma, Inc.",S&P 500,US,USD,Consumer Discretionary
WST,West Pharmaceutical Services,S&P 500,US,USD,Health Care
WTW,Willis Towers Watson,S&P 500,US,USD,Financials
WY,Weyerhaeuser,S&P 500,US,USD,Real Estate
WYNN,Wynn Resorts,S&P 500,US,USD,Consumer Discretionary
XEL,Xcel Energy,S&P 500,US,USD,Utilities
XOM,ExxonMobil,S&P 500,US,USD,Energy
XYL,Xylem Inc.,S&P 500,US,USD,Industrials
XYZ,"Block, Inc.",S&P 500,US,USD,Financials
YUM,Yum! Brands,S&P 500,US,USD,Consumer Discretionary
ZBH,Zimmer Biomet,S&P 500,US,USD,Health Care
ZBRA,Zebra Technologies,S&P 500,US,USD,Information Technology
ZTS,Zoetis,S&P 500,US,USD,Health Care
