ticker,name,market,region,currency,sector
FGP.L,FirstGroup,FTSE 350,UK,GBP,
FGT.L,Finsbury Growth & Income Trust,FTSE 350,UK,GBP,
FOUR.L,4imprint,FTSE 350,UK,GBP,
FRAS.L,Frasers Group,FTSE 350,UK,GBP,
FRES.L,Fresnillo plc,FTSE 350,UK,GBP,
FSG.L,Foresight Group,FTSE 350,UK,GBP,
FSV.L,Fidelity Special Values,FTSE 350,UK,GBP,
GAMA.L,Gamma Communications,FTSE 350,UK,GBP,
GAW.L,Games Workshop,FTSE 350,UK,GBP,
GBG.L,GB Group,FTSE 350,UK,GBP,
GCP.L,GCP Infrastructure Investments,FTSE 350,UK,GBP,
GDWN.L,Goodwin,FTSE 350,UK,GBP,
GEN.L,Genuit Group,FTSE 350,UK,GBP,
GFRD.L,Galliford Try,FTSE 350,UK,GBP,
GFTU.L,Grafton Group,FTSE 350,UK,GBP,
GLEN.L,Glencore,FTSE 350,UK,GBP,
GNC.L,Greencore,FTSE 350,UK,GBP,
GNS.L,Genus,FTSE 350,UK,GBP,
GPE.L,Great Portland Estates,FTSE 350,UK,GBP,
GRG.L,Greggs,FTSE 350,UK,GBP,
GRI.L,Grainger,FTSE 350,UK,GBP,
GROW.L,Molten Ventures,FTSE 350,UK,GBP,
GSCT.L,Global Smaller Companies Trust,FTSE 350,UK,GBP,
GSK.L,GSK plc,FTSE 350,UK,GBP,
HAS.L,Hays,FTSE 350,UK,GBP,
HBR.L,Harbour Energy,FTSE 350,UK,GBP,
HFEL.L,Henderson Far East Income,FTSE 350,UK,GBP,
HFG.L,Hilton Food Group,FTSE 350,UK,GBP,
HGT.L,Hg Capital Trust,FTSE 350,UK,GBP,
HICL.L,HICL Infrastructure Company,FTSE 350,UK,GBP,
HIK.L,Hikma Pharmaceuticals,FTSE 350,UK,GBP,
HILS.L,Hill & Smith,FTSE 350,UK,GBP,
HLMA.L,Halma plc,FTSE 350,UK,GBP,
HLN.L,Haleon,FTSE 350,UK,GBP,
HMSO.L,Hammerson,FTSE 350,UK,GBP,
HOC.L,Hochschild Mining,FTSE 350,UK,GBP,
HRI.L,Herald Investment Trust,FTSE 350,UK,GBP,
HSBA.L,HSBC,FTSE 350,UK,GBP,
HSL.L,Henderson Smaller Companies Investment Trust,FTSE 350,UK,GBP,
HSX.L,Hiscox,FTSE 350,UK,GBP,
HTG.L,Hunting,FTSE 350,UK,GBP,
HTWS.L,Helios Towers,FTSE 350,UK,GBP,
HVPE.L,HarbourVest Global Private Equity,FTSE 350,UK,GBP,
HWDN.L,Howdens Joinery,FTSE 350,UK,GBP,
HWG.L,Harworth Group,FTSE 350,UK,GBP,
IAD.L,Invesco Asia Dragon Trust,FTSE 350,UK,GBP,
IAG.L,International Airlines Group,FTSE 350,UK,GBP,
IBST.L,Ibstock,FTSE 350,UK,GBP,
ICG.L,ICG,FTSE 350,UK,GBP,
ICGT.L,ICG Enterprise Trust,FTSE 350,UK,GBP,
IEM.L,Impax Environmental Markets,FTSE 350,UK,GBP,
IGG.L,IG Group,FTSE 350,UK,GBP,
IHG.L,IHG Hotels & Resorts,FTSE 350,UK,GBP,
IHP.L,IntegraFin Holdings,FTSE 350,UK,GBP,
III.L,3i,FTSE 350,UK,GBP,
IMB.L,Imperial Brands,FTSE 350,UK,GBP,
IMI.L,IMI,FTSE 350,UK,GBP,
INCH.L,Inchcape,FTSE 350,UK,GBP,
INF.L,Informa,FTSE 350,UK,GBP,
INPP.L,International Public Partnerships,FTSE 350,UK,GBP,
INVP.L,Investec,FTSE 350,UK,GBP,
IPF.L,International Personal Finance,FTSE 350,UK,GBP,
IPO.L,IP Group,FTSE 350,UK,GBP,
ITH.L,Ithaca Energy,FTSE 350,UK,GBP,
ITRK.L,Intertek,FTSE 350,UK,GBP,
ITV.L,ITV,FTSE 350,UK,GBP,
IWG.L,International Workplace Group,FTSE 350,UK,GBP,
JAM.L,JPMorgan American Investment Trust,FTSE 350,UK,GBP,
JCH.L,JPMorgan Claverhouse Investment Trust,FTSE 350,UK,GBP,
JD.L,JD Sports,FTSE 350,UK,GBP,
JDW.L,Wetherspoons,FTSE 350,UK,GBP,
JEDT.L,JPMorgan European Discovery,FTSE 350,UK,GBP,
JEGI.L,JPMorgan European Growth & Income,FTSE 350,UK,GBP,
JEMI.L,JPMorgan Emerging Markets Dividend Income,FTSE 350,UK,GBP,
JFJ.L,JPMorgan Japanese Investment Trust,FTSE 350,UK,GBP,
JGGI.L,JPMorgan Global Growth & Income,FTSE 350,UK,GBP,
JII.L,JPMorgan India Growth & Income,FTSE 350,UK,GBP,
JMAT.L,Johnson Matthey,FTSE 350,UK,GBP,
JMG.L,JPMorgan Emerging Markets Growth & Income,FTSE 350,UK,GBP,
JSG.L,Johnson Service Group,FTSE 350,UK,GBP,
JTC.L,JTC,FTSE 350,UK,GBP,
JUP.L,Jupiter Fund Management,FTSE 350,UK,GBP,
KGF.L,Kingfisher plc,FTSE 350,UK,GBP,
KIE.L,Kier Group,FTSE 350,UK,GBP,
KLR.L,Keller Group,FTSE 350,UK,GBP,
KNOS.L,Kainos,FTSE 350,UK,GBP,
LAND.L,Land Securities,FTSE 350,UK,GBP,
LGEN.L,Legal & General,FTSE 350,UK,GBP,
LLOY.L,Lloyds Banking Group,FTSE 350,UK,GBP,
LMP.L,LondonMetric Property,FTSE 350,UK,GBP,
LRE.L,Lancashire Holdings,FTSE 350,UK,GBP,
LSEG.L,London Stock Exchange Group,FTSE 350,UK,GBP,
LWDB.L,Law Debenture,FTSE 350,UK,GBP,
MAB.L,Mitchells & Butlers,FTSE 350,UK,GBP,
MEGP.L,ME Group International,FTSE 350,UK,GBP,
MGAM.L,Morgan Advanced Materials,FTSE 350,UK,GBP,
MGNS.L,Morgan Sindall Group,FTSE 350,UK,GBP,
MKS.L,Marks & Spencer,FTSE 350,UK,GBP,
MNDI.L,Mondi,FTSE 350,UK,GBP,
MNG.L,M&G,FTSE 350,UK,GBP,
MNKS.L,Monks Investment Trust,FTSE 350,UK,GBP,
MNTN.L,Schiehallion Fund,FTSE 350,UK,GBP,
MONY.L,MONY Group,FTSE 350,UK,GBP,
MOON.L,Moonpig,FTSE 350,UK,GBP,
MRC.L,Mercantile Investment Trust,FTSE 350,UK,GBP,
MRCH.L,Merchants Trust,FTSE 350,UK,GBP,
MRO.L,Melrose Industries,FTSE 350,UK,GBP,
MSLH.L,Marshalls,FTSE 350,UK,GBP,
MTLN.L,Metlen Energy & Metals,FTSE 350,UK,GBP,
MTO.L,Mitie,FTSE 350,UK,GBP,
MTRO.L,Metro Bank,FTSE 350,UK,GBP,
MUT.L,Murray Income Trust,FTSE 350,UK,GBP,
MYI.L,Murray International Trust,FTSE 350,UK,GBP,
N91.L,Ninety One,FTSE 350,UK,GBP,
NAS.L,North Atlantic Smaller Companies Investment Trust,FTSE 350,UK,GBP,
NBPE.L,NB Private Equity Partners,FTSE 350,UK,GBP,
NCC.L,NCC Group,FTSE 350,UK,GBP,
NG.L,National Grid plc,FTSE 350,UK,GBP,
NWG.L,NatWest Group,FTSE 350,UK,GBP,
NXT.L,Next plc,FTSE 350,UK,GBP,
OCDO.L,Ocado Group,FTSE 350,UK,GBP,
OCI.L,Oakley Capital Investments,FTSE 350,UK,GBP,
ONT.L,Oxford Nanopore Technologies,FTSE 350,UK,GBP,
OSB.L,OSB Group,FTSE 350,UK,GBP,
OXB.L,Oxford Biomedica,FTSE 350,UK,GBP,
OXIG.L,Oxford Instruments,FTSE 350,UK,GBP,
PAF.L,Pan African Resources,FTSE 350,UK,GBP,
PAG.L,Paragon Banking Group,FTSE 350,UK,GBP,
PAGE.L,PageGroup,FTSE 350,UK,GBP,
PCGH.L,Polar Capital Global Healthcare Trust,FTSE 350,UK,GBP,
PCT.L,Polar Capital Technology Trust,FTSE 350,UK,GBP,
PETS.L,Pets at Home,FTSE 350,UK,GBP,
PEY.L,Partners Group Private Equity,FTSE 350,UK,GBP,
PFD.L,Premier Foods,FTSE 350,UK,GBP,
PHI.L,Pacific Horizon Investment Trust,FTSE 350,UK,GBP,
PHP.L,Primary Health Properties,FTSE 350,UK,GBP,
PIN.L,Pantheon International,FTSE 350,UK,GBP,
PINT.L,Pantheon Infrastructure,FTSE 350,UK,GBP,
PLUS.L,Plus500,FTSE 350,UK,GBP,
PNL.L,Personal Assets Trust,FTSE 350,UK,GBP,
PNN.L,Pennon Group,FTSE 350,UK,GBP,
POLN.L,Pollen Street Group,FTSE 350,UK,GBP,
PPET.L,Patria Private Equity Trust,FTSE 350,UK,GBP,
PPH.L,PPHE Hotel Group,FTSE 350,UK,GBP,
PRN.L,Princes Group,FTSE 350,UK,GBP,
PRU.L,Prudential plc,FTSE 350,UK,GBP,
PSH.L,Pershing Square Holdings,FTSE 350,UK,GBP,
PSN.L,Persimmon,FTSE 350,UK,GBP,
PSON.L,Pearson plc,FTSE 350,UK,GBP,
PTEC.L,Playtech,FTSE 350,UK,GBP,
QLT.L,Quilter,FTSE 350,UK,GBP,
QQ.L,Qinetiq,FTSE 350,UK,GBP,
RAT.L,Rathbones,FTSE 350,UK,GBP,
RCP.L,RIT Capital Partners,FTSE 350,UK,GBP,
REL.L,RELX,FTSE 350,UK,GBP,
RHIM.L,RHI Magnesita,FTSE 350,UK,GBP,
RICA.L,Ruffer Investment Company,FTSE 350,UK,GBP,
RIO.L,Rio Tinto,FTSE 350,UK,GBP,
RKT.L,Reckitt,FTSE 350,UK,GBP,
RMV.L,Rightmove,FTSE 350,UK,GBP,
RNK.L,Rank Group,FTSE 350,UK,GBP,
ROR.L,Rotork,FTSE 350,UK,GBP,
RPI.L,Raspberry Pi Holdings,FTSE 350,UK,GBP,
RR.L,Rolls-Royce Holdings,FTSE 350,UK,GBP,
RS1.L,RS Group,FTSE 350,UK,GBP,
RSW.L,Renishaw,FTSE 350,UK,GBP,
RTO.L,Rentokil Initial,FTSE 350,UK,GBP,
RTW.L,RTW Biotech Opportunities,FTSE 350,UK,GBP,
SAFE.L,Safestore,FTSE 350,UK,GBP,
SAGA.L,Saga,FTSE 350,UK,GBP,
SAIN.L,Scottish American Investment Company,FTSE 350,UK,GBP,
SBRY.L,Sainsbury's,FTSE 350,UK,GBP,
SCT.L,Softcat,FTSE 350,UK,GBP,
SDLF.L,Standard Life,FTSE 350,UK,GBP,
SDP.L,Schroder AsiaPacific Fund,FTSE 350,UK,GBP,
SDR.L,Schroders,FTSE 350,UK,GBP,
SEIT.L,SDCL Energy Efficiency Income Trust,FTSE 350,UK,GBP,
SEQI.L,Sequoia Economic Infrastructure Income Fund,FTSE 350,UK,GBP,
SGE.L,Sage Group,FTSE 350,UK,GBP,
SGRO.L,Segro,FTSE 350,UK,GBP,
SHAW.L,Shawbrook Bank,FTSE 350,UK,GBP,
SHC.L,Shaftesbury Capital,FTSE 350,UK,GBP,
SHEL.L,Shell plc,FTSE 350,UK,GBP,
SMIN.L,Smiths Group,FTSE 350,UK,GBP,
SMT.L,Scottish Mortgage Investment Trust,FTSE 350,UK,GBP,
SMWH.L,WHSmith,FTSE 350,UK,GBP,
SN.L,Smith & Nephew,FTSE 350,UK,GBP,
SNR.L,Senior,FTSE 350,UK,GBP,
SOI.L,Schroder Oriental Income Fund,FTSE 350,UK,GBP,
SPI.L,Spire Healthcare,FTSE 350,UK,GBP,
SPX.L,Spirax Group,FTSE 350,UK,GBP,
SRE.L,Sirius Real Estate,FTSE 350,UK,GBP,
SRP.L,Serco,FTSE 350,UK,GBP,
SSE.L,SSE plc,FTSE 350,UK,GBP,
SSPG.L,SSP Group,FTSE 350,UK,GBP,
STAN.L,Standard Chartered,FTSE 350,UK,GBP,
STJ.L,St. James's Place,FTSE 350,UK,GBP,
SUPR.L,Supermarket Income REIT,FTSE 350,UK,GBP,
SVS.L,Savills,FTSE 350,UK,GBP,
SVT.L,Severn Trent,FTSE 350,UK,GBP,
SYNC.L,Syncona,FTSE 350,UK,GBP,
TATE.L,Tate & Lyle,FTSE 350,UK,GBP,
TBCG.L,TBC Bank,FTSE 350,UK,GBP,
TCAP.L,TP ICAP,FTSE 350,UK,GBP,
TEM.L,Templeton Emerging Markets Investment Trust,FTSE 350,UK,GBP,
TEP.L,Telecom Plus,FTSE 350,UK,GBP,
TFIF.L,Twentyfour Income Fund,FTSE 350,UK,GBP,
THG.L,THG,FTSE 350,UK,GBP,
THRL.L,Target Healthcare REIT,FTSE 350,UK,GBP,
TMPL.L,Temple Bar Investment Trust,FTSE 350,UK,GBP,
TPK.L,Travis Perkins,FTSE 350,UK,GBP,
TRIG.L,The Renewables Infrastructure Group,FTSE 350,UK,GBP,
TRN.L,Trainline,FTSE 350,UK,GBP,
TRST.L,Trustpilot,FTSE 350,UK,GBP,
TRY.L,TR Property Investment Trust,FTSE 350,UK,GBP,
TSCO.L,Tesco,FTSE 350,UK,GBP,
TW.L,Taylor Wimpey,FTSE 350,UK,GBP,
UEM.L,Utilico Emerging Markets,FTSE 350,UK,GBP,
UKW.L,Greencoat UK Wind,FTSE 350,UK,GBP,
ULVR.L,Unilever,FTSE 350,UK,GBP,
USA.L,Baillie Gifford US Growth Trust,FTSE 350,UK,GBP,
UTG.L,Unite Group,FTSE 350,UK,GBP,
UU.L,United Utilities,FTSE 350,UK,GBP,
VCT.L,Victrex,FTSE 350,UK,GBP,
VEIL.L,Vietnam Enterprise Investments,FTSE 350,UK,GBP,
VOD.L,Vodafone Group,FTSE 350,UK,GBP,
VOF.L,VinaCapital Vietnam Opportunity Fund,FTSE 350,UK,GBP,
VSVS.L,Vesuvius,FTSE 350,UK,GBP,
VTY.L,Vistry Group,FTSE 350,UK,GBP,
WEIR.L,Weir Group,FTSE 350,UK,GBP,
WIX.L,Wickes,FTSE 350,UK,GBP,
WIZZ.L,Wizz Air,FTSE 350,UK,GBP,
WKP.L,Workspace Group,FTSE 350,UK,GBP,
WOSG.L,Watches of Switzerland,FTSE 350,UK,GBP,
WPP.L,WPP,FTSE 350,UK,GBP,
WTB.L,Whitbread,FTSE 350,UK,GBP,
WWH.L,Worldwide Healthcare Trust,FTSE 350,UK,GBP,
XPP.L,XP Power,FTSE 350,UK,GBP,
XPS.L,XPS Pensions,FTSE 350,UK,GBP,
ZIG.L,Zigup,FTSE 350,UK,GBP,
